taxon_no,Order,Family,taxon_name,ln_mass_g,mass_source,meas_element,length_mm,width_mm,meas_source,eq_type,mass_eq,eq_source,ln_mass_g_estimate,n_occs,firstapp_max_ma,firstapp_min_ma,lastapp_max_ma,lastapp_min_ma,early_interval,late_interval,life_habit,life_habit_basis,diet,diet_basis
216658,Multituberculata,Eobaataridae,Heishanobaatar triangulus,3.17805383,Smith et al 2018,m1,1.50,1.10,Kusuhashi et al 2010,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.022683996,2,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
216673,Multituberculata,Eobaataridae,Sinobaatar fuxinensis,3.737669618,Smith et al 2018,m1,1.70,1.40,Kusuhashi et al 2010,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.551412147,2,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
216672,Multituberculata,Eobaataridae,Sinobaatar xiei,3.555348061,Smith et al 2018,m1,1.70,,Kusuhashi et al 2010,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,3.225128211,1,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
216675,Multituberculata,Eobaataridae,Liaobaatar changi,4.59511985,Smith et al 2018,m1,2.50,2.00,Kusuhashi et al 2010,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,4.622850022,1,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
208966,Multituberculata,Eobaataridae,Eobaatar hispanicus,,,,,,,,,,,2,130,125.45,130,125.45,Hauterivian,Barremian,arboreal,Multituberculata,herbivore,Multituberculata
94198,Multituberculata,Eobaataridae,Eobaatar minor,,,,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
208967,Multituberculata,Eobaataridae,Eobaatar pajaronensis,,,,,,,,,,,2,130,125.45,130,122.46,Hauterivian,Aptian,arboreal,Multituberculata,herbivore,Multituberculata
216662,Multituberculata,Eobaataridae,Hakusanobaatar matsuoi,,,,,,,,,,,1,139.8,132.9,139.8,132.9,Valanginian,,arboreal,Multituberculata,herbivore,Multituberculata
94159,Multituberculata,Eobaataridae,Monobaatar mimicus,,,,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
203460,Multituberculata,Eobaataridae,Parendotherium herreroi,,,,,,,,,,,1,130,125.45,130,125.45,Hauterivian,Barremian,arboreal,Multituberculata,herbivore,Multituberculata
167144,Multituberculata,Eobaataridae,Sinobaatar lingyuanensis,,,,,,,,,,,1,129.4,125,129.4,125,Barremian,,arboreal,Multituberculata,herbivore,Multituberculata
216664,Multituberculata,Eobaataridae,Tedoribaatar reini,,,,,,,,,,,1,139.8,132.9,139.8,132.9,Valanginian,,arboreal,Multituberculata,herbivore,Multituberculata
203438,Multituberculata,Eobaataridae,Loxaulax valdensis,3.970291914,Smith et al 2018,,,,,,,,,4,140.2,136.4,129.4,125,Berriasian,Barremian,arboreal,Multituberculata,herbivore,Multituberculata
94197,Multituberculata,Eobaataridae,Eobaatar magnus,3.218875825,Smith et al 2018,,,,,,,,,1,125,100.5,125,100.5,Aptian,Albian,arboreal,Multituberculata,herbivore,Multituberculata
216668,Multituberculata,Eobaataridae,Eobaatar clemensi,2.890371758,Smith et al 2018,,,,,,,,,3,129.4,125,129.4,125,Barremian,,arboreal,Multituberculata,herbivore,Multituberculata
45174,Multituberculata,Eucosmodontidae,Clemensodon megaloba,,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,,Eucosmodontidae,omnivore,Eucosmodontidae
216756,Multituberculata,Haramyidae,Avashishta bacharamensis,,,,,,,,,,,1,72.1,66,72.1,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
289407,Multituberculata,Kogaionidae,Barbatodon oardaensis,,,m1,2.09,1.38,Codrea et al 2014,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.828743788,3,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
209868,Multituberculata,Kogaionidae,Kogaionon ungureanui,,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
371029,Multituberculata,Kogaionidae,Litovoi tholocephalos,5.11,Csiki-Sava et al 2018,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
197180,Multituberculata,Kogaionidae,Barbatodon transylvanicus,5.18178355,Smith et al 2018,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
428180,Multituberculata,Neoplagiaulacidae,Filikomys minor,,,m1,1.56,0.80,Eaton 2002,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,2.619658604,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
428177,Multituberculata,Neoplagiaulacidae,Filikomys primaevus,,,m1,1.85,0.87,Eaton 2002,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,2.986814769,13,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
48346,Multituberculata,Neoplagiaulacidae,Mesodma hensleighi,2.774685879,Smith et al 2018,m1,1.95,0.85,Eaton 2002,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.029229722,18,83.5,70.6,66,63.3,Campanian,Danian,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
48344,Multituberculata,Neoplagiaulacidae,Mesodma formosa,3.49417403,Smith et al 2018,m1,2.50,1.40,Eaton 2002,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,4.108050375,36,83.5,70.6,66,63.3,Campanian,Danian,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
166857,Multituberculata,Neoplagiaulacidae,Parikimys carpenteri,3.828641396,Smith et al 2018,m1,2.51,1.15,Wilson et al 2010,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,3.82989431,3,70.6,66,70.6,66,Maastrichtian,,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
48351,Multituberculata,Neoplagiaulacidae,Mesodma thompsoni,3.976645957,Smith et al 2018,m1,2.85,1.25,Eaton 2002,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,4.133596706,42,83.5,70.6,63.3,61.7,Campanian,Danian,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
168381,Multituberculata,Neoplagiaulacidae,Nidimys occultus,4.663439094,Smith et al 2018,m1,3.46,1.67,Hunter et al 2010,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,4.831633917,1,70.6,66,70.6,66,Maastrichtian,,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
49072,Multituberculata,Neoplagiaulacidae,Neoplagiaulax burgessi,,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
49969,Multituberculata,Neoplagiaulacidae,Parectypodus foxi,4.384854414,Smith et al 2018,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
48349,Multituberculata,Neoplagiaulacidae,Mesodma senecta,3.954645957,Smith et al 2018,,,,,,,,,4,85.8,83.5,83.5,70.6,Santonian,Maastrichtian,,Neoplagiaulacidae,omnivore,Neoplagiaulacidae
208943,Multituberculata,Paulchoffatiidae,Galveodon nannothus,,,,,,,,,,,2,130,125.45,130,125.45,Hauterivian,Barremian,arboreal,Multituberculata,herbivore,Multituberculata
53330,Multituberculata,Paulchoffatiidae,Sunnyodon notleyi,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
216667,Multituberculata,Pinheirodontidae,Cantalera abadi,,,,,,,,,,,1,130,125.45,130,125.45,Hauterivian,Barremian,arboreal,Multituberculata,herbivore,Multituberculata
53063,Multituberculata,Pinheirodontidae,Gerhardodon purbeckensis,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
204044,Multituberculata,Pinheirodontidae,Lavocatia alfambrensis,,,,,,,,,,,1,130,125.45,130,125.45,Hauterivian,Barremian,arboreal,Multituberculata,herbivore,Multituberculata
53332,Multituberculata,Plagiaulacidae,Bolodon crassidens,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
203430,Multituberculata,Plagiaulacidae,Bolodon elongatus,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
208964,Multituberculata,Plagiaulacidae,Bolodon falconeri,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
249186,Multituberculata,Plagiaulacidae,Bolodon hydei,,,,,,,,,,,1,145,136.4,145,136.4,Berriasian,Valanginian,arboreal,Multituberculata,herbivore,Multituberculata
208963,Multituberculata,Plagiaulacidae,Bolodon minor,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
54226,Multituberculata,Plagiaulacidae,Camptomus amplus,,,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,arboreal,Multituberculata,herbivore,Multituberculata
203451,Multituberculata,Plagiaulacidae,Plagiaulax becklesii,,,,,,,,,,,1,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
203429,Multituberculata,Plagiaulacidae,Bolodon osborni,3.091042453,Smith et al 2018,,,,,,,,,2,145,140.2,145,140.2,Berriasian,,arboreal,Multituberculata,herbivore,Multituberculata
47440,Multituberculata,Ptilodontidae,Kimbetohia campi,,,,,,,,,,,1,83.5,70.6,66,63.3,Campanian,Danian,arboreal,Ptilodontidae,omnivore,Ptilodontidae
204033,Multituberculata,Sloanbaataridae,Nessovbaatar multicostatus,3.295836866,Smith et al 2018,,,,,,,,,1,83.5,70.6,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
57297,Multituberculata,Sloanbaataridae,Sloanbaatar mirabilis,3.135494216,Smith et al 2018,,,,,,,,,2,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
57299,Multituberculata,Sloanbaataridae,Kamptobaatar kuczynskii,2.564949357,Smith et al 2018,,,,,,,,,2,83.6,72.1,83.5,70.6,Campanian,Maastrichtian,ground dwelling,Djadochtatherioidea,omnivore,Djadochtatherioidea
331074,Multituberculata,Taeniolabididae,Valenopsalis joyneri,,,,,,,,,,,1,70.6,66,66,63.3,Maastrichtian,Danian,,Taeniolabididae,herbivore,Taeniolabididae
44722,Multituberculata,Taeniolabididae,Bubodens magnus,9.153301165,Smith et al 2018,,,,,,,,,1,70.6,66,70.6,66,Maastrichtian,,,Taeniolabididae,herbivore,Taeniolabididae
241963,Peramura,Peramuridae,Peramuroides tenuiscus,,,m1,0.90,0.43,Davis 2012,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,0.929702685,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
241961,Peramura,Peramuridae,Kouriogenys minor,,,m1,1.15,0.54,Davis 2012,"Multituberculates, m1_area",ln(m) = 0.87 + 0.79 * (1.81 + 1.827 * (m1_area)),Wilson et al 2012,1.612262664,1,145,140.2,145,140.2,Berriasian,,,Mammalia,insectivore,Mammaliaformes
213201,Peramura,Peramuridae,Afriquiamus nessovi,,,,,,,,,,,1,145,139.8,145,139.8,Berriasian,,,Mammalia,insectivore,Mammaliaformes
166836,Monotremata,Tachyglossidae,Zaglossus robusta,,,skull,165.00,,Murray 1978,"Mammals, skull_length",ln(m) = -3.83 + 3.68 * ln(skull_length),Luo et al 2001,14.95987934,2,5.333,2.588,2.588,0.0117,Pliocene,Pleistocene,,Tachyglossidae,insectivore,Tachyglossidae
337011,Xenarthra,Myrmecophagidae,Nunezia caroloameghinoi,,,,,,,,,,,2,6.8,4,6.8,4,Messinian,Zanclean,ground dwelling,Myrmecophagidae,insectivore,Myrmecophagidae
48923,Xenarthra,Myrmecophagidae,Myrmecophaga tridactyla,10.40426284,Gaudin et al 2018,,,,,,,,,5,4.9,1.8,0.0117,0,Pliocene,Holocene,ground dwelling,Myrmecophagidae,insectivore,Myrmecophagidae
337007,Xenarthra,Myrmecophagidae,Neotamandua conspicua,,,,,,,,,,,1,6.8,3,6.8,3,Messinian,Pliocene,ground dwelling,Myrmecophagidae,insectivore,Myrmecophagidae
83728,Cingulata,Dasypodidae,Zaedyus pichiy,6.884486652,Superina and Abba 2014,,,,,,,,,16,10,9,0.0117,0,Tortonian,Holocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
318402,Cingulata,Dasypodidae,Eutatus praepampaeus,,,,,,,,,,,1,6.8,4,6.8,4,Messinian,Zanclean,ground dwelling,Dasypodidae,insectivore,Dasypodidae
83801,Cingulata,Dasypodidae,Eutatus seguini,10.81777628,Vizcaíno and Bargo 2003,,,,,,,,,12,9,6.8,0.126,0.0117,Tortonian,Pleistocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
281440,Cingulata,Dasypodidae,Doellotatus chapadmalensis,,,,,,,,,,,9,9,6.8,3.6,2.588,Tortonian,Pliocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
282540,Cingulata,Dasypodidae,Doellotatus inornatus,,,mandible,90.00,,Vizcaíno and Bargo 1998,"Mammals, mandible length",ln(m) = -5.6712 + 2.9677 * ln(mandible_length),Foster 2009,7.682885159,30,10,9,5.333,3.6,Tortonian,Zanclean,ground dwelling,Dasypodidae,insectivore,Dasypodidae
388623,Cingulata,Dasypodidae,Ringueletia simpsoni,,,mandible,120.00,,Vizcaíno and Bargo 1998,"Mammals, mandible length",ln(m) = -5.6712 + 2.9677 * ln(mandible_length),Foster 2009,8.536639245,7,9,6.8,0.781,0.012,Tortonian,Pleistocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
83806,Cingulata,Dasypodidae,Chaetophractus villosus,8.393894975,PBDB,,,,,,,,,17,3.6,2.588,0.0117,0,Piacenzian,Holocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
395832,Cingulata,Dasypodidae,Paleuphractus argentinus,,,,,,,,,,,3,9,6.8,6.8,4,Tortonian,Zanclean,ground dwelling,Dasypodidae,insectivore,Dasypodidae
297452,Cingulata,Dasypodidae,Holozaedyus laevisculptus,,,,,,,,,,,3,6.8,4,6.8,4,Messinian,Zanclean,ground dwelling,Dasypodidae,insectivore,Dasypodidae
387573,Cingulata,Dasypodidae,Chorobates recens,,,skull,101.20,,Carlini and Scillato-Yané 1996,"Mammals, skull_length",ln(m) = -3.83 + 3.68 * ln(skull_length),Luo et al 2001,13.16092343,3,6.8,4,4,2.588,Messinian,Pliocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
282539,Cingulata,Dasypodidae,Chorobates villosissimus,,,,,,,,,,,27,10,9,5.333,3.6,Tortonian,Zanclean,ground dwelling,Dasypodidae,insectivore,Dasypodidae
379915,Cingulata,Dasypodidae,Paraeuphractus prominens,,,,,,,,,,,7,9,6.8,5.333,3,Tortonian,Pliocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
436679,Cingulata,Dasypodidae,Dasypotherium australis,,,,,,,,,,,1,6.8,4,6.8,4,Messinian,Zanclean,ground dwelling,Dasypodidae,insectivore,Dasypodidae
388624,Cingulata,Dasypodidae,Macroeuphractus outesi,,,skull,25.20,,Vizcaíno and De Iuliis 2003,"Mammals, skull_length",ln(m) = -3.83 + 3.68 * ln(skull_length),Luo et al 2001,8.0447859,1,4,3,4,3,Zanclean,Piacenzian,ground dwelling,Dasypodidae,insectivore,Dasypodidae
247974,Cingulata,Dasypodidae,Macroeuphractus retusus,,,skull,23.40,,Vizcaíno and De Iuliis 2003,"Mammals, skull_length",ln(m) = -3.83 + 3.68 * ln(skull_length),Luo et al 2001,7.772068562,4,9,6.8,4,3,Tortonian,Pliocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
68407,Cingulata,Dasypodidae,Macrochorobates scalabrinii,,,,,,,,,,,17,11.608,9,5.333,3.6,Tortonian,Zanclean,ground dwelling,Dasypodidae,insectivore,Dasypodidae
281441,Cingulata,Dasypodidae,Macrochorobates chapadmalensis,,,,,,,,,,,3,6.8,4,4,3,Messinian,Pliocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
294079,Cingulata,Dasypodidae,Pliodasypus vergelianus,,,,,,,,,,,1,3.6,2.588,3.6,2.588,Piacenzian,,ground dwelling,Dasypodidae,insectivore,Dasypodidae
161170,Cingulata,Dasypodidae,Propraopus sulcatus,,,skull,119.00,,Castro et al 2013,"Mammals, skull_length",ln(m) = -3.83 + 3.68 * ln(skull_length),Luo et al 2001,13.75717445,21,3.6,0.781,0.126,0,Piacenzian,Holocene,ground dwelling,Dasypodidae,insectivore,Dasypodidae
234143,Pholidota,Manidae,Manis (Smutsia) gigantea,10.40426284,EOL,,,,,,,,,2,5.333,3.6,5.333,2.588,Pliocene,,scansorial,Manidae,insectivore,Manidae
46943,,Talpidae,Hesperoscalops sewardensis,,,,,,,,,,,1,4.9,1.8,4.9,1.8,Pliocene,Calabrian,fossorial,Talpidae,insectivore,Talpidae
46942,,Talpidae,Hesperoscalops ruficervus,,,m1,2.90,2.10,Dalquest 1983,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.667223077,1,10.3,4.9,10.3,4.9,Tortonian,Zanclean,fossorial,Talpidae,insectivore,Talpidae
46941,,Talpidae,Hesperoscalops rexroadi,,,,,,,,,,,7,4.9,1.8,4.9,1.8,Pliocene,Calabrian,fossorial,Talpidae,insectivore,Talpidae
46940,,Talpidae,Hesperoscalops mcgrewi,,,,,,,,,,,2,10.3,4.9,10.3,4.9,Tortonian,Zanclean,fossorial,Talpidae,insectivore,Talpidae
46939,,Talpidae,Hesperoscalops blancoensis,,,,,,,,,,,3,4.9,1.8,4.9,1.8,Pliocene,Calabrian,fossorial,Talpidae,insectivore,Talpidae
47509,,Talpidae,Lemoynea biradicularis,,,m1,2.20,1.65,Bown 1980,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,3.824870751,3,13.6,4.9,10.3,4.9,Serravallian,Zanclean,fossorial,Talpidae,insectivore,Talpidae
109618,,Talpidae,Talpa neagui,,,,,,,,,,,2,5.333,2.588,5.333,2.588,Pliocene,,fossorial,Talpa,insectivore,Talpidae
143100,,Talpidae,Talpa caeca,4.527208645,EOL,,,,,,,,,11,5.333,0.126,0.781,0.0117,Pliocene,Pleistocene,fossorial,Talpa,insectivore,Talpidae
93649,,Talpidae,Talpa minuta,,,m1,1.79,1.17,Ziegler 2003,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,2.929449132,16,23.03,13.65,2.588,0.0117,Neogene,Pleistocene,fossorial,Talpa,insectivore,Talpidae
54106,,Talpidae,Talpa minor,,,,,,,,,,,50,5.333,4.2,0.781,0.0117,Pliocene,Pleistocene,fossorial,Talpa,insectivore,Talpidae
93614,,Talpidae,Talpa fossilis,,,,,,,,,,,40,8.7,5.333,0.781,0.0117,Tortonian,Pleistocene,fossorial,Talpa,insectivore,Talpidae
376817,,Talpidae,Talpa tyrrhenica,,,,,,,,,,,5,5.333,0.126,0.781,0.0117,Pliocene,Pleistocene,fossorial,Talpa,insectivore,Talpidae
104182,,Talpidae,Talpa europaea,,,m1,2.26,1.30,van Cleef-Roders and van den Hoek Ostende 2001,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,3.480542939,47,5.333,2.588,0.0117,0,Pliocene,Holocene,fossorial,Talpa,insectivore,Talpidae
110090,,Talpidae,Scapanulus agrarius,,,,,,,,,,,1,4.9,4.2,4.9,4.2,Zanclean,,fossorial,Talpidae,insectivore,Talpidae
109068,,Talpidae,Yanshuella primaeva,,,,,,,,,,,3,11.608,5.333,5.333,2.588,Tortonian,Pliocene,fossorial,Talpidae,insectivore,Talpidae
109065,,Talpidae,Quyania chowi,,,m1,1.46,1.00,Rzebik-Kowalska 2014,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,2.342094517,3,11.608,5.333,5.333,2.588,Tortonian,Pliocene,fossorial,Talpidae,insectivore,Talpidae
51419,,Talpidae,Scapanus latimanus,4.293195421,Verts and Carraway 2001,,,,,,,,,7,4.9,1.8,0.126,0.0117,Pliocene,Pleistocene,fossorial,Scapanus,insectivore,Talpidae
51424,,Talpidae,Scapanus townsendii,4.953712147,Carraway et al 1993,,,,,,,,,1,4.9,1.8,4.9,1.8,Pliocene,Calabrian,fossorial,Scapanus,insectivore,Talpidae
51422,,Talpidae,Scapanus proceridens,,,m1,2.41,1.91,Hutchison 1968,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.211516423,9,23.03,5.333,10.3,4.9,Miocene,Zanclean,fossorial,Scapanus,insectivore,Talpidae
51418,,Talpidae,Scapanus hagermanensis,,,,,,,,,,,3,4.9,1.8,4.9,1.8,Pliocene,Calabrian,fossorial,Scapanus,insectivore,Talpidae
51420,,Talpidae,Scapanus malatinus,,,,,,,,,,,6,4.9,1.8,1.8,0.3,Pliocene,Middle Pleistocene,fossorial,Scapanus,insectivore,Talpidae
92120,,Talpidae,Archaeodesmana dekkersi,,,,,,,,,,,3,5.333,4.2,4.9,3.2,Zanclean,Pliocene,fossorial,Talpidae,insectivore,Talpidae
95967,,Talpidae,Dibolia bifida,,,m1,2.71,1.99,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.469315569,3,5.333,3.2,3.2,2.588,Pliocene,,fossorial,Talpidae,insectivore,Talpidae
92122,,Talpidae,Archaeodesmana brailloni,,,m1,2.49,1.87,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.230224018,5,5.333,3.2,3.6,2.588,Pliocene,,fossorial,Talpidae,insectivore,Talpidae
92104,,Talpidae,Archaeodesmana baetica,,,m1,2.63,,Martín-Suárez et al 2001,"Carnivores, m1_length",ln(m) = 1.681 + 2.97 * ln(m1_length),Van Valkenburgh 1990,4.497135079,1,7.246,4.9,7.246,4.9,Messinian,Zanclean,fossorial,Talpidae,insectivore,Talpidae
95979,,Talpidae,Galemys kormosi,,,m1,2.50,1.86,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.228019834,11,5.333,2.588,2.588,0.0117,Pliocene,Pleistocene,amphibious,Galemys,insectivore,Talpidae
94102,,Talpidae,Galemys sulimskii,,,m1,2.65,1.92,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.374568497,1,4.2,3.2,4.2,3.2,Zanclean,Piacenzian,amphibious,Galemys,insectivore,Talpidae
93502,,Talpidae,Desmanella amasyae,,,,,,,,,,,2,7.246,4.9,7.246,4.9,Messinian,Zanclean,fossorial,Talpidae,insectivore,Talpidae
91924,,Talpidae,Desmanella dubia,,,m1,1.32,1.11,Crochet 1986,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,2.347882572,5,9.7,8.7,4.9,4.2,Tortonian,Zanclean,fossorial,Talpidae,insectivore,Talpidae
92460,,Talpidae,Desmanella gardiolensis,,,m1,1.60,1.25,Crochet 1986,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,2.85444361,1,3.6,2.588,3.6,2.588,Piacenzian,,fossorial,Talpidae,insectivore,Talpidae
46567,,Talpidae,Gaillardia thomsoni,,,,,,,,,,,2,10.3,4.9,10.3,4.9,Tortonian,Zanclean,fossorial,Talpidae,insectivore,Talpidae
110153,,Talpidae,Parascalops fossilis,,,,,,,,,,,1,4.9,4.2,4.9,4.2,Zanclean,,fossorial,Parascalops,insectivore,Talpidae
49154,,Talpidae,Neurotrichus columbianus,,,m1,2.07,1.32,Hutchison 1968,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,3.3624336,1,10.3,4.9,10.3,4.9,Tortonian,Zanclean,fossorial,Talpidae,insectivore,Talpidae
335155,,Talpidae,Neurotrichus skoczeni,,,,,,,,,,,1,4.2,2.588,4.2,2.588,Pliocene,Piacenzian,fossorial,Talpidae,insectivore,Talpidae
96010,,Talpidae,Desmana thermalis,,,m1,3.49,2.55,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,5.284800015,16,3.6,2.588,0.781,0.126,Piacenzian,Middle Pleistocene,amphibious,Desmana,insectivore,Talpidae
92125,,Talpidae,Desmana verestchagini,,,m1,2.75,2.10,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.580760281,4,5.333,3.2,5.333,2.588,Pliocene,,amphibious,Desmana,insectivore,Talpidae
94104,,Talpidae,Desmana inflata,,,m1,2.72,2.20,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.638637284,4,5.333,2.588,5.333,2.588,Pliocene,,amphibious,Desmana,insectivore,Talpidae
94096,,Talpidae,Desmana nehringi,,,m1,3.09,2.39,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.981128136,11,4.9,4.2,2.588,0.781,Pliocene,Calabrian,amphibious,Desmana,insectivore,Talpidae
94103,,Talpidae,Desmana kowalskae,,,m1,2.94,2.27,Rümke 1985,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,4.816252364,1,4.2,3.2,4.2,3.2,Zanclean,Piacenzian,amphibious,Desmana,insectivore,Talpidae
51409,,Talpidae,Scalopus aquaticus,4.514150788,EOL,,,,,,,,,52,4.9,1.806,0.0117,0,Pliocene,Holocene,fossorial,Scalopus,insectivore,Talpidae
165546,Tubulidentata,Orycteropodidae,Orycteropus abundulafus,,,m1,10.50,8.70,Lehmann et al 2005,"Insectivores, m1_area",ln(m) = 1.726 + 1.628 * ln(m1_area),Bloch et al 1998,9.075928804,1,11.608,2.588,11.608,2.588,Tortonian,Pliocene,semifossorial,Orycteropus,insectivore,Orycteropus
