Order,Family,Genus_species,FAD,LAD,lnMass_g,PBDB life habit,PBDB_diet,taxon rank at which diet assignment was made,Recoded_Diet,Recoded_groups
Rodentia,Sciuridae,Miosciurus ballovianus,25.615,25.615,3.6025,NA,NA,NA,NA,Rodentia
NA,NA,Prodipodomys coquorum,NA,NA,3.604,NA,NA,NA,NA,NA
Cimolodonta,Neoplagiaulacidae,Parectypodus simpsoni,54.8,54,3.681834809,NA,NA,NA,NA,NA
NA,Ischyromyidae,Paramys atavus,57.6,55.1,3.73,NA,NA,NA,NA,NA
NA,NA,Mimomys parvus,NA,NA,3.778,NA,NA,NA,NA,NA
Didelphimorphia,Alphadontidae,Alphadon lillegraveni,93.3,93.3,3.801,NA,NA,NA,NA,NA
NA,NA,Anonymus baroni,NA,NA,3.822,NA,NA,NA,NA,NA
Rodentia,Geomyidae,Phelosaccomys hibbardi,11.9,11.75,3.8415,NA,NA,NA,NA,Rodentia
NA,NA,Downsimus sharpi,NA,NA,3.849,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Microtus pliocaenicus,1.6845,1.6845,3.85,NA,NA,NA,NA,Rodentia
NA,NA,Herpetotherium marsupium,NA,NA,3.889,NA,NA,NA,NA,NA
NA,NA,Geomys persimilis,NA,NA,3.904,NA,NA,NA,NA,NA
NA,NA,Glaucomys volans,NA,NA,3.9185,NA,NA,NA,NA,NA
NA,NA,Mimomys meadensis,NA,NA,3.959,NA,NA,NA,NA,NA
NA,NA,Mimomys taylori,NA,NA,4.085,NA,NA,NA,NA,NA
Rodentia,Aplodontidae,Prosciurus relictus,37.65,31.4,4.119,NA,NA,NA,NA,Rodentia
NA,NA,Pedomys ochrogaster,NA,NA,4.169,NA,NA,NA,NA,NA
NA,NA,Peromyscus pliocenicus,NA,NA,4.198,NA,NA,NA,NA,NA
NA,NA,Propalaeosinopa diluculi,NA,NA,4.234,NA,NA,NA,NA,NA
NA,NA,Terricola meadensis,NA,NA,4.251,NA,NA,NA,NA,NA
NA,NA,Pedomys llanensis,NA,NA,4.3,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Mictomys borealis,1.3,0.006,4.378,NA,NA,NA,NA,Rodentia
NA,NA,Synaptomys borealis,NA,NA,4.38,NA,NA,NA,NA,NA
Primates,Carpolestidae,Carpocristes cygneus,58.2165,57.9,4.384,NA,NA,NA,NA,NA
NA,NA,Mimomys mcknighti,NA,NA,4.391,NA,NA,NA,NA,NA
Cimolodonta,Neoplagiaulacidae,Neoplagiaulax hazeni,59.2,57.7,4.50795406,NA,NA,NA,NA,NA
NA,NA,Paracimexomys bestia,NA,NA,4.594,NA,NA,NA,NA,NA
NA,NA,Neotoma sawrockensis,NA,NA,4.6,NA,NA,NA,NA,NA
NA,NA,Mimomys sawrockensis,NA,NA,4.77,NA,NA,NA,NA,NA
NA,NA,Cimexomys gratus,NA,NA,4.793749435,NA,NA,NA,NA,NA
Rodentia,Cricetidae,Paraneotoma sawrockensis,8.3,4.95,4.814919763,NA,NA,NA,NA,Rodentia
NA,NA,Mimomys primus,NA,NA,4.831,NA,NA,NA,NA,NA
NA,NA,Pappogeomys sansimonensis,NA,NA,4.878,NA,NA,NA,NA,NA
NA,NA,Mimomys poaphagus,NA,NA,4.879,NA,NA,NA,NA,NA
NA,NA,Anemorhysis pearcei,NA,NA,4.927,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Spermophilus bensoni,3.3,1.15,5.2175,NA,NA,NA,NA,Rodentia
NA,NA,Allomys harkseni,NA,NA,5.42,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Protospermophilus vortmani,25.8,25.8,5.4385,NA,NA,NA,NA,Rodentia
Carnivora,Miacidae,Miacis latouri,52.2,52.2,5.475344102,NA,NA,NA,NA,carnivore guild
NA,NA,Washakius laurae,NA,NA,5.542,NA,NA,NA,NA,NA
NA,NA,Promioclaenus wilsoni,NA,NA,5.625,NA,NA,NA,NA,NA
Rodentia,Castoridae,Pseudopalaeocastor barbouri,22.6,21.7,5.8305,NA,NA,NA,NA,Rodentia
NA,NA,Absarokius nocerai,NA,NA,5.877,NA,NA,NA,NA,NA
Lagomorpha,Leporidae,Archaeolagus ennisianus,25.615,24.35,6.002,NA,NA,NA,NA,NA
NA,NA,Mylagaulus vetus,NA,NA,6.006,NA,NA,NA,NA,NA
NA,NA,Martes americana,NA,NA,6.07,NA,NA,NA,NA,NA
NA,Viverravidae,Protictis vanvaleni,61.7,60.8,6.101433883,NA,NA,NA,NA,NA
NA,NA,Absarokius australis,NA,NA,6.104,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Protospermophilus oregonensis,17,17,6.1095,NA,NA,NA,NA,Rodentia
NA,NA,Miacis winkleri,NA,NA,6.173,NA,NA,NA,NA,NA
NA,NA,Eucastor planus,NA,NA,6.487,NA,NA,NA,NA,NA
Rodentia,Sciuridae,Marmota vetus,7.4,7.25,6.4905,NA,NA,NA,NA,Rodentia
Panameriungulata,Hyopsodontidae,Promioclaenus lemuroides,61.8,60.55,6.601,NA,NA,NA,NA,NA
NA,NA,Eucastor curtus,NA,NA,6.656,NA,NA,NA,NA,NA
Acreodi,NA,Oxyclaenus simplex,64.8,63.4,6.743,NA,NA,NA,NA,NA
Panameriungulata,Hyopsodontidae,Hyopsodus mentalis,52.85,52.2,6.898,NA,NA,NA,NA,NA
Rodentia,Castoridae,Fossorcastor fossor,24,21.7,6.923,NA,NA,NA,NA,Rodentia
NA,NA,Torrejonia wilsoni,NA,NA,6.924,NA,NA,NA,NA,NA
Rodentia,Castoridae,Neatocastor hesperus,22.3,21.9,6.943,NA,NA,NA,NA,Rodentia
Cimolesta,Cimolestidae,Cimolestes magnus,68.9,65.55,6.986,NA,NA,NA,NA,NA
NA,NA,Chriacus orthogonius,NA,NA,7.045,NA,NA,NA,NA,NA
Cimolesta,Pantolestidae,Pantolestes longicaudus,51.9,47.7,7.091,NA,NA,NA,NA,NA
Rodentia,Castoridae,Eucastor phillisi,11.8,11.8,7.132,NA,NA,NA,NA,Rodentia
NA,NA,Probassariscus antiquus,NA,NA,7.18,NA,NA,NA,NA,NA
NA,NA,Thinocyon medius,NA,NA,7.278471479,NA,NA,NA,NA,NA
Creodonta,Hyaenodontidae,Thinocyon velox,50.65,46.45,7.389650841,NA,NA,NA,NA,NA
Panameriungulata,Hyopsodontidae,Protoselene opisthacus,61.5,59.7,7.444,NA,NA,NA,NA,NA
Artiodactyla,Hypertragulidae,Nanotragulus planiceps,25.8,25.615,7.489970899,NA,NA,NA,NA,NA
Carnivora,Miacidae,Miacis hargeri,49.45,46.45,7.49,NA,NA,NA,NA,carnivore guild
NA,Arctocyonidae,Mimotricentes subtrigonus,61.75,58.7835,7.606,NA,NA,NA,NA,NA
NA,Arctocyonidae,Lambertocyon ischyrus,61.8,57.85,7.606,NA,NA,NA,NA,NA
Carnivora,Miacidae,Miacis australis,42.3,37.2,7.633,NA,NA,NA,NA,carnivore guild
NA,NA,Marmota oregonensis,NA,NA,7.686,NA,NA,NA,NA,NA
NA,Periptychidae,Conacodon entoconus,64.05,63.7,7.728,NA,NA,NA,NA,NA
NA,NA,Lynx stouti,NA,NA,7.779,NA,NA,NA,NA,NA
Cimolodonta,Taeniolabididae,Catopsalis joyneri,66.775,64.05,7.797702036,NA,NA,NA,NA,NA
NA,NA,Ischyrotomus littoralis,NA,NA,7.823,NA,NA,NA,NA,NA
Carnivora,Miacidae,Miacis cognitus,37.1,37.1,7.882,NA,NA,NA,NA,carnivore guild
NA,Ischyromyidae,Leptotomus leptodus,45.15,40.9,7.895620451,NA,NA,NA,NA,NA
Panameriungulata,Hyopsodontidae,Litaletes sternbergi,61.75,61.75,8.001819308,NA,NA,NA,NA,NA
Carnivora,Nimravidae,Eusmilus cerebralis,30.75,24.4,8.0295,NA,NA,NA,NA,carnivore guild
Carnivora,Mustelidae,Martes pennanti,0.3,0.011385,8.048788284,NA,NA,NA,NA,carnivore guild
NA,NA,Plionictis parviloba,NA,NA,8.105,NA,NA,NA,NA,NA
NA,NA,Ischyrotomus californicus,NA,NA,8.206,NA,NA,NA,NA,NA
Perissodactyla,Palaeotheriidae,Hyracotherium index,56.05,52.25,8.329,NA,NA,NA,NA,NA
Carnivora,Miacidae,Miacis sylvestris,47.7,47.7,8.358383888,NA,NA,NA,NA,carnivore guild
NA,NA,Hyracotherium sandrae,NA,NA,8.380251685,NA,NA,NA,NA,NA
NA,NA,Leopardus amnicola,NA,NA,8.438812086,NA,NA,NA,NA,NA
NA,NA,Paradipoides stovalli,NA,NA,8.441,NA,NA,NA,NA,NA
Artiodactyla,Leptomerycidae,Hendryomeryx esulcatus,36.9,33.3,8.507704869,NA,NA,NA,NA,NA
Artiodactyla,Tragulidae,Dorcatherium parvum,19.5,18.2,8.699166481,NA,NA,NA,NA,NA
NA,NA,Vulpes lagopus,NA,NA,8.75,NA,NA,NA,NA,NA
NA,NA,Esthonyx xenicus,NA,NA,8.899,NA,NA,NA,NA,NA
Carnivora,Mustelidae,Martes diluviana,0.85,0.3,8.942722519,NA,NA,NA,NA,carnivore guild
NA,NA,Hyracotherium grangeri,NA,NA,8.974989928,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Protorohippus venticolus,52.3,50.9375,9.039,NA,NA,NA,NA,NA
Perissodactyla,Palaeotheriidae,Hyracotherium pernix,54.6,52.6,9.104979856,NA,NA,NA,NA,NA
Creodonta,Hyaenodontidae,Tritemnodon agilis,50.45,46.45,9.28632568,NA,NA,NA,NA,NA
Perissodactyla,Palaeotheriidae,Hyracotherium aemulor,55.1,53.25,9.286406304,NA,NA,NA,NA,NA
Carnivora,Canidae,Osbornodon scitulus,19.8,18.65,9.381517127,NA,NA,NA,NA,carnivore guild
NA,NA,Esthonyx ancylion,NA,NA,9.449,NA,NA,NA,NA,NA
NA,Arctocyonidae,Arctocyon montanensis,61.1,59.85,9.606,NA,NA,NA,NA,NA
Perissodactyla,Palaeotheriidae,Hyracotherium cristatum,54.4,53.3,9.737534982,NA,NA,NA,NA,NA
Artiodactyla,Tayassuidae,Cynorca sociale,24.15,17.95,9.820636364,NA,NA,NA,NA,NA
Carnivora,Felidae,Puma lacustris,3.35,1.85,9.856323744,NA,NA,NA,NA,carnivore guild
Carnivora,Felidae,Lynx rexroadensis,7.6,7.6,9.883529257,NA,NA,NA,NA,carnivore guild
NA,NA,Esthonyx grangeri,NA,NA,10.052,NA,NA,NA,NA,NA
NA,NA,Archaeohippus equinanus,NA,NA,10.053,NA,NA,NA,NA,NA
NA,NA,Agriochoerus matthewi,NA,NA,10.276,NA,NA,NA,NA,NA
Carnivora,Nimravidae,Nimravus brachyops,31.8,24.4,10.31926677,NA,NA,NA,NA,carnivore guild
Artiodactyla,Protoceratidae,Pseudoprotoceras semicinctus,37.75,36.9,10.4341134,NA,NA,NA,NA,NA
Artiodactyla,Camelidae,Paralabis cedrensis,31.55,31.55,10.45635524,NA,NA,NA,NA,NA
NA,NA,Cephalogale depereti,NA,NA,10.47676217,NA,NA,NA,NA,NA
NA,NA,Pseudaelurus hibbardi,NA,NA,10.582,NA,NA,NA,NA,NA
NA,NA,Hoplophoneus sicarius,NA,NA,10.68675769,NA,NA,NA,NA,NA
Perissodactyla,NA,Grangeria anarsius,44.95,43.15,10.761,NA,NA,NA,NA,NA
Artiodactyla,Merycoidodontidae,Eucrotaphus trigonocephalus,28.75,28.75,10.902,NA,NA,NA,NA,NA
NA,NA,Thinohyus siouxensis,NA,NA,10.91,NA,NA,NA,NA,NA
Perissodactyla,Hyrachyidae,Hyrachyus affinis,49.75,46.15,10.94963225,NA,NA,NA,NA,NA
Carnivora,Barbourofelidae,Barbourofelis osborni,11.7,11.7,11.114,NA,NA,NA,NA,carnivore guild
Artiodactyla,Merycoidodontidae,Merycoides harrisonensis,24.55,20.15,11.16901805,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Merychippus goorisi,17.75,15.85,11.18462793,NA,NA,NA,NA,NA
NA,Equidae,Anchippus texanus,22.4,21.25,11.217,NA,NA,NA,NA,NA
NA,NA,Heptacodon armatus,NA,NA,11.25503593,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Parahippus tyleri,20.85,17.375,11.282,NA,NA,NA,NA,NA
Artiodactyla,Tayassuidae,Hesperhys pinensis,21.25,17.375,11.34067121,NA,NA,NA,NA,NA
Carnivora,Canidae,Cuon texanus,0.6,0.6,11.413,NA,NA,NA,NA,carnivore guild
Artiodactyla,Camelidae,Michenia yavapaiensis,11.6,11.5,11.46457118,NA,NA,NA,NA,NA
NA,NA,Simopithecus oswaldi,NA,NA,11.47210347,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Nannippus lenticularis,11.1,7.25,11.4922022,NA,NA,NA,NA,NA
Artiodactyla,Tayassuidae,Catagonus brachydontus,9.35,5.8,11.56485356,NA,NA,NA,NA,NA
Carnivora,Amphicyonidae,Daphoenodon robustum,19,19,11.58891077,NA,NA,NA,NA,carnivore guild
Artiodactyla,Merycoidodontidae,Merychyus medius,13.75,12,11.63969489,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Hippotherium ingenuum,11.7,7.6,11.72759757,NA,NA,NA,NA,NA
NA,NA,Astrohippus stocki,NA,NA,11.75472096,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Hippotherium emsliei,10,3.35,11.777,NA,NA,NA,NA,NA
Artiodactyla,Merycoidodontidae,Merychyus major,13.1,10.45,11.79672574,NA,NA,NA,NA,NA
Perissodactyla,Rhinocerotidae,Trigonias yoderensis,36.7,36.4,11.83085431,NA,NA,NA,NA,NA
NA,NA,Eporeodon latidens,NA,NA,11.898,NA,NA,NA,NA,NA
Artiodactyla,Merycoidodontidae,Hypsiops bannackensis,22.4,22.4,11.925,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Hippotherium quinni,13,12.75,11.99,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Parahippus nebrascensis,21.4,20.2,12.046,NA,NA,NA,NA,NA
Artiodactyla,Anthracotheriidae,Aepinacodon americanus,35.8,33.8,12.14748307,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Hippotherium plicatile,10.95,8.5,12.15188927,NA,NA,NA,NA,NA
Rodentia,Hydrochoeridae,Neochoerus dichroplax,4.2,1.55,12.2115,NA,NA,NA,NA,Rodentia
Artiodactyla,Camelidae,Hemiauchenia seymourensis,0.7,0.4,12.237,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Hippotherium occidentale,11.6,11.6,12.25823063,NA,NA,NA,NA,NA
Carnivora,Felidae,Machairodus coloradensis,10.55,5.75,12.30528419,NA,NA,NA,NA,carnivore guild
Artiodactyla,Merycoidodontidae,Merycochoerus carrikeri,23.5,22.55,12.32733757,NA,NA,NA,NA,NA
NA,NA,Neohipparion occidentale,NA,NA,12.34646127,NA,NA,NA,NA,NA
Xenarthra,Nothrotheriidae,Nothrotheriops shastensis,2,0.029375,12.35479821,NA,NA,NA,NA,NA
NA,NA,Pediomeryx hamiltoni,NA,NA,12.38331877,NA,NA,NA,NA,NA
Artiodactyla,Camelidae,Hemiauchenia vera,11.1,5.65,12.41557561,NA,NA,NA,NA,NA
NA,NA,Diceratherium cooki,NA,NA,12.4339595,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Equus cumminsii,4.125,2.6,12.50564397,NA,NA,NA,NA,NA
NA,NA,Tapirus veroensis,NA,NA,12.5639865,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Equus hemionus,1.3,0.3905,12.57671978,NA,NA,NA,NA,NA
NA,NA,Merycochoerus superbus,NA,NA,12.58965513,NA,NA,NA,NA,NA
Artiodactyla,Cervidae,Alces latifrons,1.3,1.3,12.89908169,NA,NA,NA,NA,NA
NA,NA,Tapirus haysii,NA,NA,12.92499276,NA,NA,NA,NA,NA
Perissodactyla,Equidae,Equus simplicidens,4.6,1.45,12.94069272,NA,NA,NA,NA,NA
NA,NA,Dolichorhinus hyognathus,NA,NA,12.94973856,NA,NA,NA,NA,NA
NA,NA,Panthera atrox,NA,NA,12.97046183,NA,NA,NA,NA,NA
NA,NA,Subhyracodon tridactylus,NA,NA,13.15466864,NA,NA,NA,NA,NA
NA,NA,Megatapirus augustus,0.4535,0.069,13.26289014,NA,NA,NA,NA,NA
Artiodactyla,Giraffidae,Samotherium pamiri,NA,NA,13.30433667,NA,NA,NA,NA,NA
NA,NA,Decennatherium macedoniae,NA,NA,13.5921598,NA,NA,NA,NA,NA
Artiodactyla,Suidae,Megalochoerus khinzikebirus,14.81,14.81,13.81551056,NA,NA,NA,NA,NA
Perissodactyla,Brontotheriidae,Pseudodiplacodon progressum,41.4,41.4,14.20753053,NA,NA,NA,NA,NA
Artiodactyla,Camelidae,Paracamelus gigas,7.098,1.3,14.21385778,NA,NA,NA,NA,NA
Perissodactyla,Brontotheriidae,Telmatherium altidens,45.25,45.25,14.44671824,NA,NA,NA,NA,NA
Perissodactyla,Rhinocerotidae,Brachypotherium americanum,17.375,17.375,14.62,NA,NA,NA,NA,NA
NA,NA,Menodus bakeri,NA,NA,14.981,NA,NA,NA,NA,NA
Proboscidea,Gomphotheriidae,Rhynchotherium praecursor,3.6,3.4,15.12,NA,NA,NA,NA,Rodentia
NA,NA,Gomphotherium willistoni,NA,NA,15.252,NA,NA,NA,NA,NA
Perissodactyla,Rhinocerotidae,Dicerorhinus ringstroemi,NA,NA,15.57468557,NA,NA,NA,NA,NA
Proboscidea,Elephantidae,Elephas antiquus,0.4535,0.4535,15.68751224,NA,NA,NA,NA,NA
Proboscidea,Elephantidae,Elephas recki,3.96,1.2935,16.30041721,NA,NA,NA,NA,NA
Rodentia,Geomyidae,Pleurolicus dakotensis,23.3,23.3,4.1155,NA,NA,species,NA,Rodentia
Rodentia,Geomyidae,Pleurolicus sulcifrons,26.05,19.525,4.4305,NA,NA,species,NA,Rodentia
NA,NA,Ourebia ourebi,1.3,1.3,9.762960794,NA,NA,species,NA,NA
Creodonta,Oxyaenidae,Ambloctonus major,52.7,52.5,10.2619894,NA,NA,species,NA,NA
Creodonta,Oxyaenidae,Ambloctonus sinosus,53.4875,52.6,11.37772016,NA,NA,species,NA,NA
NA,NA,Buisnictis coffi,NA,NA,6.264,scansorial,"carnivore, omnivore",genus,omnivore,carnivore guild
NA,NA,Ursavus brevirhinus cf,NA,NA,9.58,ground dwelling,"herbivore, carnivore",genus,omnivore,NA
NA,NA,Ursavus primaevus cf,NA,NA,10.36,ground dwelling,"herbivore, carnivore",genus,omnivore,NA
Carnivora,Ursidae,Ursus minimus,4.266,2.894,10.5964966,ground dwelling,"herbivore, carnivore",genus,omnivore,carnivore guild
Carnivora,Ursidae,Hemicyon gargan,NA,NA,10.5964966,ground dwelling,"herbivore, carnivore",genus,omnivore,carnivore guild
NA,NA,Phoberogale ginesticus,21.2,21.2,10.61491728,ground dwelling,"herbivore, carnivore",genus,omnivore,NA
NA,NA,Cephalogale ginesticus,NA,NA,10.61491728,ground dwelling,"herbivore, carnivore",genus,omnivore,NA
NA,NA,Cephalogale brevirostris,NA,NA,11.1675377,ground dwelling,"herbivore, carnivore",genus,omnivore,NA
NA,NA,Phoberogale bonali,NA,NA,11.28266696,ground dwelling,"herbivore, carnivore",genus,omnivore,NA
Carnivora,Ursidae,Ursus etruscus,3.96,1.3,11.40700655,ground dwelling,"herbivore, carnivore",genus,omnivore,carnivore guild
Carnivora,Ursidae,Phoberocyon hispanicus,21.2,18.45,11.48989961,ground dwelling,"herbivore, carnivore",genus,omnivore,carnivore guild
Carnivora,Ursidae,Hemicyon goeriachensis,13.789,11.925,11.69482969,ground dwelling,"herbivore, carnivore",genus,omnivore,carnivore guild
Carnivora,Ursidae,Plithocyon antunesi,14.81,14.81,11.87673391,ground dwelling,"herbivore, carnivore",genus,omnivore,carnivore guild
Carnivora,Ursidae,Ursus deningeri,1.6845,0.4535,12.52376032,ground dwelling,"herbivore, carnivore",genus,omnivore,carnivore guild
Artiodactyla,Tayassuidae,Albanohyus pygmaeus,16.435,11.925,9.104421458,ground dwelling,"herbivore, omnivore",genus,omnivore,NA
NA,NA,Cynorca sociale sociale,NA,NA,9.63,ground dwelling,"herbivore, omnivore",genus,omnivore,NA
Eulipotyphla,Soricidae,Sorex cinerus,0.069,0.069,1.098612289,ground dwelling,omnivore,genus,omnivore,NA
Cimolodonta,Neoplagiaulacidae,Mesodma minor,81.35,81.35,2.197224577,arboreal,omnivore,genus,omnivore,NA
NA,NA,Limnocyon versus,NA,NA,8.959358597,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Aureliachoerus aurelianensis,21.2,13.2,9.852761613,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Parachleuastochoerus huenermanni,10.4,8.47,10.57116816,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Parachleuastochoerus crusafonti,10.4,10.154,10.71392844,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Hyotherium meisneri,21.2,21.2,10.71392844,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Parachleuastochoerus steinheimensis,13.789,10.4,11.19747131,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Bunolistriodon meidamon,14.81,13.2,11.3839807,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Listriodon splendens,18.2,9.427,11.41851948,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Xenohyus venitor,21.2,17.985,11.43924274,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Bunolistriodon adelli,17.985,17.985,11.47147893,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Listriodon pentapotamiae,14.81,8.47,11.6004237,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Bunolistriodon latidens,NA,NA,11.60733145,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Bunolistriodon lockharti,18.2,14.81,11.67871159,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Propotamochoerus palaeochoerus,11.925,7.016,11.69482969,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Propotamochoerus provincialis,7.016,3.96,11.98265282,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Microstonyx erymanthius,8.225,7.498,12.50533964,ground dwelling,omnivore,genus,omnivore,NA
NA,NA,Gigantopithecus blacki,0.4535,0.4535,12.85619415,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Tetraconodon magnus,NA,NA,13.09940659,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Kubanochoerus khinzikebirus,12.629,12.629,13.65202702,ground dwelling,omnivore,genus,omnivore,NA
Artiodactyla,Suidae,Kubanochoerus gigas,13.2,13.2,13.78787954,ground dwelling,omnivore,genus,omnivore,NA
Carnivora,Canidae,Nyctereutes donnezani,7.016,3.7,8.986989618,ground dwelling,"omnivore, carnivore",genus,omnivore,carnivore guild
Carnivora,Canidae,Nyctereutes megamastoides,3.96,2.197,9.903418485,ground dwelling,"omnivore, carnivore",genus,omnivore,carnivore guild
Carnivora,Ursidae,Agriotherium schneideri,10.1,3.35,12.53995674,ground dwelling,"carnivore, omnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Agriotherium inexpetans,8.47,8.47,13.22835136,ground dwelling,"carnivore, omnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Bassariscus casei,3.5,1.95,7.403347911,arboreal,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Bassariscus parvus,15.85,15.2,7.43,arboreal,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Protoprocyon savagei,11.8,11.8,7.534,scansorial,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Bassariscus antiquus,16.4,11.8,7.54,arboreal,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Bassariscus astutus,0.3,0.006,7.5475,arboreal,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Bassaricyonoides phyllismillerae,19.3,19.3,7.89,scansorial,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Parapotos tedfordi,13.75,13.75,8.17,scansorial,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Arctonasua minima,15.85,15.85,8.9595,scansorial,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Arctonasua gracilis,15.85,13.1,9.1775,scansorial,"frugivore, carnivore",species,omnivore,carnivore guild
Carnivora,Procyonidae,Arctonasua eurybates,10.45,7.6,9.675005156,scansorial,"frugivore, carnivore",species,omnivore,carnivore guild
NA,NA,Arctonasua floridana,NA,NA,9.87,scansorial,"frugivore, carnivore",species,omnivore,NA
Primates,Cebidae,Dolichocebus gaimanensis,19.5,19.5,7.901007052,arboreal,"frugivore, omnivore",species,omnivore,NA
Carnivora,Ursidae,Parictis parvus,37.75,36.1,7.178,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Amphicyonidae,Drassonax harpagops,33.3,33.3,7.646,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Ursavus brevirhinus,17.95,10.4,9.58,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Ursavus primaevus,16.4,8.225,10.36,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
NA,NA,Phoberogale depereti,21.2,21.2,10.47676217,ground dwelling,"herbivore, carnivore",species,omnivore,NA
Carnivora,Ursidae,Ursus americanus,2,0.00349,10.518,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Ursus abstrusus,4.5,3.9,10.64168191,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Plionarctos harroldorum,4.5,3.35,10.78991375,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Plionarctos edensis,8.3,6.7,10.95,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Ursavus pawniensis,17.2,13.1,11.03,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Ursus arctos,1.6845,0.0117,11.18,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Arctodus pristinus,2.95,0.069,11.53894069,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Plithocyon armagnacensis,13.789,11.608,11.66029091,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
NA,NA,Hemicyon barbouri,NA,NA,11.73,ground dwelling,"herbivore, carnivore",species,omnivore,NA
Carnivora,Ursidae,Plithocyon barstowensis,14,14,11.768,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Phoberocyon johnhenryi,21.7,21.7,11.88401452,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Indarctos arctoides,9.2,8.225,11.98265282,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Plithocyon ursinus,16.3,13.1,11.99265906,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Hemicyon sansaniensis,18.2,11.608,12.32343542,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Indarctos nevadensis,9.2,9.2,12.44604029,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
Carnivora,Ursidae,Ursus spelaeus,3.094,0.3965,12.61125855,ground dwelling,"herbivore, carnivore",species,omnivore,carnivore guild
